,no_bab,nama_bab,no_bagian,nama_bagian,no_paragraf,nama_paragraf,no_pasal,no_ayat,isi_ayat,pasal_ayat,penjelasan_pasal,no_ayat_y,penjelasan,nomor_uu,tahun_uu
2,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,3,1," Kabupaten Kolaka Timur berasal dari sebagian wilayah Kabupaten
Kolaka yang terdiri atas cakupan wilayah:
a. Kecamatan Tirawuta;
b. Kecamatan Loea;
c. Kecamatan Ladongi;
d. Kecamatan Poli Polia;
e. Kecamatan Lambandia;
f. Kecamatan Lalolae;
g. Kecamatan Mowewe;
h. Kecamatan Uluiwoi; dan
i. Kecamatan Tinondo.",3-1,"Ayat (1)
Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tirawuta adalah Kelurahan Rate Rate, Desa Simbune,
Desa Tumbudadio, Desa Tawainalu, Desa Tirawuta, Desa
Poni Poniki, Desa Tasahea, Desa Lalingato, Desa Orawa,
Desa Lara, Desa Woiha, Desa Roko Roko, dan Desa Loka.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Loea adalah Kelurahan Simbalai, Kelurahan Loea, Desa
Lamoare, Desa Iwoikondo, Desa Peatoa, Desa Lalowura,
Desa Mataiwoi, dan Desa Teposua.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Ladongi adalah Kelurahan Atula, Kelurahan Ladongi,
Kelurahan Welala, Kelurahan Raraa, Desa Putemata,
Desa Gunung Jaya, Desa Wunggoloka, Desa Dangia,
Desa Lembah Subur, Desa Wande, Desa Lalowusula,
Desa Anggoloosi, dan Desa Pombetoha.
Huruf d
Desa yang masuk dalam cakupan Kecamatan Poli Polia
adalah Desa Poli Polia, Desa Andowengga, Desa Wia Wia,
Desa Pangi Pangi, Desa Tokai, Desa Toasu, Desa Polenga
Jaya, dan Desa Polemaju Jaya.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lambandia adalah Kelurahan Penanggo Jaya, Desa
Wanuambuteo, Desa Aere, Desa Mokupa, Desa Aladadio,
Desa Lowa, Desa Pananggoosi, Desa Atulano, Desa
Toare, Desa Pekorea, Desa Lalorera, Desa Inotu, Desa
Pomburea, Desa Awiu, Desa Lere Jaya, Desa Bou, Desa
Lambandia, Desa Wonuambuteo, Desa Tinete, dan Desa
Iwoimenggura.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lalolae adalah Desa Wesalo, Desa Keiso, Desa Lalosingi,
Desa Talado, dan Kelurahan Lalolae.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Mowewe adalah Desa Puosu, Desa Watupute, Desa
Nelombu, Desa Ulumowewe, Desa Lapangisi, Kelurahan
Horodopi, Kelurahan Inebenggi, dan Kelurahan
Woitombo.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Uluiwoi adalah Desa Perabua, Desa Likuwalanapo, Desa
Tawanga, Desa Tondowatu, Desa Uete, Desa Pehanggo,
Desa Undolo, Desa Ueesi, Desa Lalombai, Desa
Wesinggote, Desa Ahilulu, Desa Alaaha, dan Kelurahan
Sanggona.
Huruf i
Desa yang masuk dalam cakupan Kecamatan Tinondo
adalah Desa Tinondo, Desa Lamunde, Desa
Tawarombadaka, Desa Ambapa, Desa Ameroro, Desa
Solewatu, Desa Talata, dan Desa Weamo.
Ayat (2)
Cukup jelas.",1,"Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tirawuta adalah Kelurahan Rate Rate, Desa Simbune,
Desa Tumbudadio, Desa Tawainalu, Desa Tirawuta, Desa
Poni Poniki, Desa Tasahea, Desa Lalingato, Desa Orawa,
Desa Lara, Desa Woiha, Desa Roko Roko, dan Desa Loka.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Loea adalah Kelurahan Simbalai, Kelurahan Loea, Desa
Lamoare, Desa Iwoikondo, Desa Peatoa, Desa Lalowura,
Desa Mataiwoi, dan Desa Teposua.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Ladongi adalah Kelurahan Atula, Kelurahan Ladongi,
Kelurahan Welala, Kelurahan Raraa, Desa Putemata,
Desa Gunung Jaya, Desa Wunggoloka, Desa Dangia,
Desa Lembah Subur, Desa Wande, Desa Lalowusula,
Desa Anggoloosi, dan Desa Pombetoha.
Huruf d
Desa yang masuk dalam cakupan Kecamatan Poli Polia
adalah Desa Poli Polia, Desa Andowengga, Desa Wia Wia,
Desa Pangi Pangi, Desa Tokai, Desa Toasu, Desa Polenga
Jaya, dan Desa Polemaju Jaya.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lambandia adalah Kelurahan Penanggo Jaya, Desa
Wanuambuteo, Desa Aere, Desa Mokupa, Desa Aladadio,
Desa Lowa, Desa Pananggoosi, Desa Atulano, Desa
Toare, Desa Pekorea, Desa Lalorera, Desa Inotu, Desa
Pomburea, Desa Awiu, Desa Lere Jaya, Desa Bou, Desa
Lambandia, Desa Wonuambuteo, Desa Tinete, dan Desa
Iwoimenggura.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lalolae adalah Desa Wesalo, Desa Keiso, Desa Lalosingi,
Desa Talado, dan Kelurahan Lalolae.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Mowewe adalah Desa Puosu, Desa Watupute, Desa
Nelombu, Desa Ulumowewe, Desa Lapangisi, Kelurahan
Horodopi, Kelurahan Inebenggi, dan Kelurahan
Woitombo.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Uluiwoi adalah Desa Perabua, Desa Likuwalanapo, Desa
Tawanga, Desa Tondowatu, Desa Uete, Desa Pehanggo,
Desa Undolo, Desa Ueesi, Desa Lalombai, Desa
Wesinggote, Desa Ahilulu, Desa Alaaha, dan Kelurahan
Sanggona.
Huruf i
Desa yang masuk dalam cakupan Kecamatan Tinondo
adalah Desa Tinondo, Desa Lamunde, Desa
Tawarombadaka, Desa Ambapa, Desa Ameroro, Desa
Solewatu, Desa Talata, dan Desa Weamo.",8,2013
3,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,3,2," Cakupan wilayah sebagaimana dimaksud pada ayat (1) digambarkan
dalam peta wilayah yang tercantum dalam lampiran dan merupakan
bagian yang tidak terpisahkan dari Undang-Undang ini.",3-2,"Ayat (1)
Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tirawuta adalah Kelurahan Rate Rate, Desa Simbune,
Desa Tumbudadio, Desa Tawainalu, Desa Tirawuta, Desa
Poni Poniki, Desa Tasahea, Desa Lalingato, Desa Orawa,
Desa Lara, Desa Woiha, Desa Roko Roko, dan Desa Loka.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Loea adalah Kelurahan Simbalai, Kelurahan Loea, Desa
Lamoare, Desa Iwoikondo, Desa Peatoa, Desa Lalowura,
Desa Mataiwoi, dan Desa Teposua.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Ladongi adalah Kelurahan Atula, Kelurahan Ladongi,
Kelurahan Welala, Kelurahan Raraa, Desa Putemata,
Desa Gunung Jaya, Desa Wunggoloka, Desa Dangia,
Desa Lembah Subur, Desa Wande, Desa Lalowusula,
Desa Anggoloosi, dan Desa Pombetoha.
Huruf d
Desa yang masuk dalam cakupan Kecamatan Poli Polia
adalah Desa Poli Polia, Desa Andowengga, Desa Wia Wia,
Desa Pangi Pangi, Desa Tokai, Desa Toasu, Desa Polenga
Jaya, dan Desa Polemaju Jaya.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lambandia adalah Kelurahan Penanggo Jaya, Desa
Wanuambuteo, Desa Aere, Desa Mokupa, Desa Aladadio,
Desa Lowa, Desa Pananggoosi, Desa Atulano, Desa
Toare, Desa Pekorea, Desa Lalorera, Desa Inotu, Desa
Pomburea, Desa Awiu, Desa Lere Jaya, Desa Bou, Desa
Lambandia, Desa Wonuambuteo, Desa Tinete, dan Desa
Iwoimenggura.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lalolae adalah Desa Wesalo, Desa Keiso, Desa Lalosingi,
Desa Talado, dan Kelurahan Lalolae.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Mowewe adalah Desa Puosu, Desa Watupute, Desa
Nelombu, Desa Ulumowewe, Desa Lapangisi, Kelurahan
Horodopi, Kelurahan Inebenggi, dan Kelurahan
Woitombo.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Uluiwoi adalah Desa Perabua, Desa Likuwalanapo, Desa
Tawanga, Desa Tondowatu, Desa Uete, Desa Pehanggo,
Desa Undolo, Desa Ueesi, Desa Lalombai, Desa
Wesinggote, Desa Ahilulu, Desa Alaaha, dan Kelurahan
Sanggona.
Huruf i
Desa yang masuk dalam cakupan Kecamatan Tinondo
adalah Desa Tinondo, Desa Lamunde, Desa
Tawarombadaka, Desa Ambapa, Desa Ameroro, Desa
Solewatu, Desa Talata, dan Desa Weamo.
Ayat (2)
Cukup jelas.",2,Cukup jelas.,8,2013
4,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,4,,"Dengan terbentuknya Kabupaten Kolaka Timur, sebagaimana dimaksud
dalam Pasal 2, wilayah Kabupaten Kolaka dikurangi dengan wilayah
Kabupaten Kolaka Timur sebagaimana dimaksud dalam Pasal 3.",4-,"Yang dimaksud wilayah Kabupaten Kolaka setelah terbentuknya
Kabupaten Kolaka Timur adalah mencakup wilayah Kecamatan
Wundulako, Kecamatan Kolaka, Kecamatan Pomalaa, Kecamatan
Watubangga, Kecamatan Wolo, Kecamatan Baula, Kecamatan
Latambaga, Kecamatan Tanggetada, Kecamatan Samaturu,
Kecamatan Toari, dan Kecamatan Polinggona.",,"Yang dimaksud wilayah Kabupaten Kolaka setelah terbentuknya
Kabupaten Kolaka Timur adalah mencakup wilayah Kecamatan
Wundulako, Kecamatan Kolaka, Kecamatan Pomalaa, Kecamatan
Watubangga, Kecamatan Wolo, Kecamatan Baula, Kecamatan
Latambaga, Kecamatan Tanggetada, Kecamatan Samaturu,
Kecamatan Toari, dan Kecamatan Polinggona.",8,2013
5,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,5,1," Kabupaten Kolaka Timur mempunyai batas-batas wilayah:
a. sebelah utara berbatasan dengan Desa Pasampang, Desa
Salulotong, Desa Terengga, Desa Majapahit, Desa Latali
Kecamatan Pakue Tengah, Desa Lengkongbatu, Desa Saludongka
Kecamatan Pakue Utara Kabupaten Kolaka Utara;
b. sebelah timur berbatasan dengan Desa Ambekairi, Desa Lalowata,
Desa Titiowa, Desa Wowa Latoma, Desa Latoma, Desa Andoluto,
Kelurahan Waworaha, Desa Amboniki, Desa Pinole, Desa Nesowi
Kecamatan Latoma, Kelurahan Ambondia, Desa Asinua
Kecamatan Asinua, Desa Asolu, Desa Lasada, Desa Awua Jaya,
Kelurahan Abuki, Desa Punggaluku, Desa Walai, Desa Ambopi,
Desa Etea, Desa Kumapo, Desa Kasuwura, Desa Sambeano
Kecamatan Abuki, Desa Lalonggowuna, Desa Momea Kecamatan
Tonggauna, Desa Onembute Kecamatan Onembute Kabupaten
Konawe, dan Desa Puosu, Desa Pudambu, Desa Matabondu, Desa
Angata Kecamatan Angata, Desa Polo-pololi, Desa Horodopi, Desa
Ponggawu Kawu, Desa Benua Indah Kecamatan Benua, Desa
Iwoimendoro, Desa Tombekuku Kecamatan Basala, Desa
Mendoke, Desa Lambandia Kecamatan Lalembuu Kabupaten
Konawe Selatan;
c. sebelah selatan berbatasan dengan Desa Tinebite Lantari Jaya,
Kecamatan Rarowatu Utara, Desa Polodu Kecamatan Matausu
Kabupaten Bombana; dan
d. sebelah barat berbatasan dengan Desa Mataosu Kecamatan
Watubangga, Desa Rahanggada, Desa Pewisoa Jaya, Desa
Lamoiko Kecamatan Tanggetada, Desa Hakatutobu, Kelurahan
Kumoro, Desa Pelambua, Desa Pesouha, Desa Huko-huko
Kecamatan Pomalaa, Desa Puulemo Kecamatan Baula, Desa 19
Nopember Kecamatan Wundulako, Kelurahan Sabilambo,
Kelurahan Sakuli, Kelurahan Lalombaa, Kelurahan Watuliandu,
Kelurahan Laloeha Kecamatan Kolaka, Kelurahan Ulunggolaka,
Kelurahan Mangolo, Kelurahan Induha Kecamatan Latambaga,
Desa Ulukonaweha, Desa Lawulo, Desa Sani-sani, Desa Amamotu
Kecamatan Samaturu, Desa Lalonggopi, Desa Tamborasi di
Kecamatan Wolo Kabupaten Kolaka, Desa Latawe, Desa Walasiho,
Desa Pumbolo, Desa Salurengko, Desa Tinoukari Kecamatan
Wawo, Desa Maroko, Desa Torotuo Kecamatan Ranteangin, Desa
Raoda, Desa Lambai, Desa Latawaro Kecamatan Lambai, Desa
Totallang, Desa Puncak Monapa, Desa Batuganda Permai, Desa
Babussalam, Desa Watuliu, Desa Ponggiha Kecamatan Lasusua,
Desa Lanipa-nipa,
Desa Ujung Tobaku, Desa Katoi, Desa Simbula, Desa Lambuno
Kecamatan Katoi, Desa Delang-delang, Desa Sawangaoha, Desa Jabal
Nur, Desa Jabal Kubis Kecamatan Kodeoha, Desa Mattirobulu, Desa
Watumena, Desa Lapolu, Desa Tanggeau Kecamatan Tiwu, Desa
Tadaumera. Desa Ngapa, Desa Lawolatu, Desa Parutellang, Desa
Puurau Kecamatan Ngapa, Desa Mikuasi, Desa Kondara Kecamatan
Pakue Kabupaten Kolaka Utara.",5-1,"Ayat (1)
Cukup jelas.
Ayat (2)
Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kolaka,
Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kolaka, Bupati Konawe, Bupati Kolaka Utara, Bupati Konawe
Selatan, dan Bupati Bombana yang wilayah cakupannya
berbatasan dengan daerah otonom baru pada peta yang
diterbitkan Badan Informasi Geospasial (BIG).
Ayat (3)
Cukup jelas.",1,Cukup jelas.,8,2013
6,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,5,2," Batas wilayah sebagaimana dimaksud pada ayat (1) digambarkan
dalam peta wilayah lengkap dengan titik-titik koordinat dan telah
mendapatkan persetujuan dari pihak-pihak terkait yang tercantum
dalam lampiran dan merupakan bagian yang tidak terpisahkan dari
Undang-Undang ini.",5-2,"Ayat (1)
Cukup jelas.
Ayat (2)
Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kolaka,
Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kolaka, Bupati Konawe, Bupati Kolaka Utara, Bupati Konawe
Selatan, dan Bupati Bombana yang wilayah cakupannya
berbatasan dengan daerah otonom baru pada peta yang
diterbitkan Badan Informasi Geospasial (BIG).
Ayat (3)
Cukup jelas.",2,"Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kolaka,
Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kolaka, Bupati Konawe, Bupati Kolaka Utara, Bupati Konawe
Selatan, dan Bupati Bombana yang wilayah cakupannya
berbatasan dengan daerah otonom baru pada peta yang
diterbitkan Badan Informasi Geospasial (BIG).",8,2013
7,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,5,3," Penetapan batas wilayah Kabupaten Kolaka Timur secara pasti di
lapangan sebagaimana dimaksud pada ayat (1) dan ayat (2),
ditetapkan oleh Menteri Dalam Negeri paling lambat 5 (lima) tahun
sejak peresmian Kabupaten Kolaka Timur.",5-3,"Ayat (1)
Cukup jelas.
Ayat (2)
Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kolaka,
Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kolaka, Bupati Konawe, Bupati Kolaka Utara, Bupati Konawe
Selatan, dan Bupati Bombana yang wilayah cakupannya
berbatasan dengan daerah otonom baru pada peta yang
diterbitkan Badan Informasi Geospasial (BIG).
Ayat (3)
Cukup jelas.",3,Cukup jelas.,8,2013
8,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,6,1," Dengan terbentuknya Kabupaten Kolaka Timur sebagaimana
dimaksud dalam Pasal 2, Pemerintah Kabupaten Kolaka Timur
menetapkan Rencana Tata Ruang Wilayah Kabupaten Kolaka Timur
sesuai dengan peraturan perundang-undangan.",6-1,"Ayat (1)
Cukup jelas.
Ayat (2)
Dalam rangka pengembangan Kabupaten Kolaka Timur
khususnya guna perencanaan dan penyelenggaraan
pemerintahan, pelaksanaan pembangunan dan pelayanan
masyarakat pada masa yang akan datang, serta
pengembangan sarana dan prasarana pemerintahan,
pembangunan dan kemasyarakatan, diperlukan adanya
kesatuan perencanaan pembangunan. Untuk itu Rencana
Tata Ruang Wilayah Kabupaten Kolaka Timur harus disusun
secara serasi dan terpadu dengan Rencana Tata Ruang
Wilayah Nasional, Provinsi, dan Kabupaten/Kota.",1,Cukup jelas.,8,2013
9,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,6,2," Penetapan Rencana Tata Ruang Wilayah Kabupaten Kolaka Timur
sebagaimana dimaksud pada ayat (1) dilakukan sesuai dengan
Rencana Tata Ruang Wilayah Nasional dan Rencana Tata Ruang
Wilayah Provinsi Sulawesi Tenggara serta memperhatikan Rencana
Tata Ruang Wilayah kabupaten/kota di sekitarnya.",6-2,"Ayat (1)
Cukup jelas.
Ayat (2)
Dalam rangka pengembangan Kabupaten Kolaka Timur
khususnya guna perencanaan dan penyelenggaraan
pemerintahan, pelaksanaan pembangunan dan pelayanan
masyarakat pada masa yang akan datang, serta
pengembangan sarana dan prasarana pemerintahan,
pembangunan dan kemasyarakatan, diperlukan adanya
kesatuan perencanaan pembangunan. Untuk itu Rencana
Tata Ruang Wilayah Kabupaten Kolaka Timur harus disusun
secara serasi dan terpadu dengan Rencana Tata Ruang
Wilayah Nasional, Provinsi, dan Kabupaten/Kota.",2,"Dalam rangka pengembangan Kabupaten Kolaka Timur
khususnya guna perencanaan dan penyelenggaraan
pemerintahan, pelaksanaan pembangunan dan pelayanan
masyarakat pada masa yang akan datang, serta
pengembangan sarana dan prasarana pemerintahan,
pembangunan dan kemasyarakatan, diperlukan adanya
kesatuan perencanaan pembangunan. Untuk itu Rencana
Tata Ruang Wilayah Kabupaten Kolaka Timur harus disusun
secara serasi dan terpadu dengan Rencana Tata Ruang
Wilayah Nasional, Provinsi, dan Kabupaten/Kota.",8,2013
10,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Keempat,Ibu Kota,,,7,,Ibu Kota Kabupaten Kolaka Timur berkedudukan di Kecamatan Tirawuta.,7-,Cukup jelas.,,Cukup jelas.,8,2013
11,III,URUSAN PEMERINTAHAN DAERAH,,,,,8,,"Urusan pemerintahan daerah yang menjadi kewenangan Kabupaten
Kolaka Timur mencakup urusan sebagaimana diatur dalam peraturan
perundang-undangan.",8-,Cukup jelas.,,Cukup jelas.,8,2013
12,IV,PEMERINTAHAN DAERAH,Kesatu,"Peresmian Daerah Otonom Baru dan
Pelantikan Penjabat Kepala Daerah",,,9,,"Peresmian Kabupaten Kolaka Timur dan pelantikan Penjabat Bupati
Kolaka Timur dilakukan oleh Menteri Dalam Negeri atas nama Presiden
paling lambat 9 (sembilan) bulan setelah Undang-Undang ini
diundangkan.",9-,"Peresmian kabupaten dan pelantikan Penjabat Bupati dapat
dilakukan secara bersamaan dan pelaksanaannya dapat
dilakukan di ibu kota negara, ibu kota provinsi, atau ibu kota
kabupaten.",,"Peresmian kabupaten dan pelantikan Penjabat Bupati dapat
dilakukan secara bersamaan dan pelaksanaannya dapat
dilakukan di ibu kota negara, ibu kota provinsi, atau ibu kota
kabupaten.",8,2013
13,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,1," Untuk memimpin penyelenggaraan pemerintahan di Kabupaten
Kolaka Timur, dipilih dan disahkan Bupati dan/atau Wakil Bupati
sesuai dengan peraturan perundang-undangan yang dilaksanakan
paling cepat 2 (dua) tahun sejak diresmikan Kabupaten Kolaka Timur.",10-1,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",1,Cukup jelas,8,2013
14,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,2," Sebelum Bupati dan Wakil Bupati definitif sebagaimana dimaksud
pada ayat (1) terpilih sebagai pimpinan penyelenggaraan
pemerintahan daerah, Menteri Dalam Negeri atas nama Presiden
mengangkat Penjabat Bupati dari pegawai negeri sipil berdasarkan
usul Gubernur Sulawesi Tenggara dengan masa jabatan paling lama 1
(satu) tahun.",10-2,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",2,"Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.",8,2013
15,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,3," Pegawai negeri sipil sebagaimana dimaksud pada ayat (2) adalah
pegawai yang memiliki kemampuan dan pengalaman jabatan dalam
bidang pemerintahan serta memenuhi persyaratan untuk menduduki
jabatan itu sesuai dengan peraturan perundang-undangan.",10-3,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",3,Cukup jelas.,8,2013
16,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,4," Menteri Dalam Negeri dapat menunjuk Gubernur Sulawesi Tenggara
untuk melantik Penjabat Bupati Kolaka Timur.",10-4,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",4,Cukup jelas.,8,2013
17,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,5," Menteri Dalam Negeri atas nama Presiden dapat mengangkat kembali
Penjabat Bupati untuk 1 (satu) kali masa jabatan berikutnya paling
lama 1 (satu) tahun atau menggantinya dengan penjabat lain sesuai
dengan peraturan perundang-undangan.",10-5,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",5,Cukup jelas.,8,2013
18,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,10,6," Gubernur Sulawesi Tenggara melakukan pembinaan, pengawasan,
evaluasi, dan fasilitasi terhadap kinerja Penjabat Bupati Kolaka Timur
dalam penyelenggaraan pemerintahan daerah, pembentukan struktur
organisasi dan pengisian perangkat daerah, pengisian keanggotaan
Dewan Perwakilan Rakyat Daerah Kabupaten, dan fasilitasi pemilihan
Bupati dan/atau Wakil Bupati sesuai ketentuan peraturan
perundang-undangan.",10-6,"Ayat (1)
Cukup jelas
Ayat (2)
Penjabat Bupati Kolaka Timur diusulkan oleh Gubernur
Sulawesi Tenggara dengan pertimbangan Bupati Kolaka.
Ayat (3)
Cukup jelas.
Ayat (4)
Cukup jelas.
Ayat (5)
Cukup jelas.
Ayat (6)
Cukup jelas.",6,Cukup jelas.,8,2013
19,IV,PEMERINTAHAN DAERAH,Kedua,Pemerintah Daerah,,,11,,"Pembiayaan pertama kali pelaksanaan pemilihan Bupati dan/atau Wakil
Bupati Kolaka Timur sebagaimana dimaksud dalam Pasal 10 ayat (1)
dibebankan kepada Anggaran Pendapatan dan Belanja Daerah Kabupaten
Kolaka dan Anggaran Pendapatan dan Belanja Daerah Provinsi Sulawesi
Tenggara.",11-,"Biaya pelaksanaan pemilihan Bupati dan/atau Wakil Bupati
Kolaka Timur untuk pertama kali berasal dari hibah Anggaran
Pendapatan dan Belanja Daerah Pemerintah Kabupaten Kolaka
dan bantuan dana Anggaran Pendapatan dan Belanja Daerah
Provinsi Sulawesi Tenggara.",,"Biaya pelaksanaan pemilihan Bupati dan/atau Wakil Bupati
Kolaka Timur untuk pertama kali berasal dari hibah Anggaran
Pendapatan dan Belanja Daerah Pemerintah Kabupaten Kolaka
dan bantuan dana Anggaran Pendapatan dan Belanja Daerah
Provinsi Sulawesi Tenggara.",8,2013
